Epoch: [0][1940/5376], lr: 0.00500	Time 0.497 (0.519)	Data 0.000 (0.001)	Loss 5.0503 (5.0808)	Prec@1 0.000 (1.153)	Prec@5 0.000 (5.439)
Epoch: [0][1960/5376], lr: 0.00500	Time 0.493 (0.519)	Data 0.000 (0.001)	Loss 5.0736 (5.0804)	Prec@1 0.000 (1.144)	Prec@5 6.250 (5.434)
Epoch: [0][1980/5376], lr: 0.00500	Time 0.522 (0.519)	Data 0.000 (0.001)	Loss 4.9575 (5.0795)	Prec@1 6.250 (1.155)	Prec@5 6.250 (5.445)
Epoch: [0][2000/5376], lr: 0.00500	Time 0.496 (0.519)	Data 0.000 (0.001)	Loss 4.9716 (5.0791)	Prec@1 0.000 (1.143)	Prec@5 0.000 (5.438)
Epoch: [0][2020/5376], lr: 0.00500	Time 0.513 (0.519)	Data 0.000 (0.001)	Loss 5.1396 (5.0783)	Prec@1 0.000 (1.138)	Prec@5 0.000 (5.468)
Epoch: [0][2040/5376], lr: 0.00500	Time 0.498 (0.519)	Data 0.000 (0.001)	Loss 4.8997 (5.0776)	Prec@1 0.000 (1.139)	Prec@5 0.000 (5.484)
Epoch: [0][2060/5376], lr: 0.00500	Time 0.502 (0.519)	Data 0.000 (0.001)	Loss 5.0318 (5.0767)	Prec@1 6.250 (1.146)	Prec@5 6.250 (5.498)
Epoch: [0][2080/5376], lr: 0.00500	Time 0.500 (0.519)	Data 0.000 (0.001)	Loss 4.9808 (5.0760)	Prec@1 0.000 (1.147)	Prec@5 6.250 (5.505)
Epoch: [0][2100/5376], lr: 0.00500	Time 0.489 (0.518)	Data 0.000 (0.001)	Loss 4.9739 (5.0754)	Prec@1 0.000 (1.136)	Prec@5 6.250 (5.506)
Epoch: [0][2120/5376], lr: 0.00500	Time 0.507 (0.518)	Data 0.000 (0.001)	Loss 5.2653 (5.0749)	Prec@1 0.000 (1.140)	Prec@5 0.000 (5.507)
Epoch: [0][2140/5376], lr: 0.00500	Time 0.506 (0.518)	Data 0.000 (0.001)	Loss 4.9176 (5.0737)	Prec@1 12.500 (1.144)	Prec@5 12.500 (5.497)
Epoch: [0][2160/5376], lr: 0.00500	Time 0.509 (0.518)	Data 0.000 (0.001)	Loss 4.8982 (5.0728)	Prec@1 0.000 (1.145)	Prec@5 0.000 (5.518)
Epoch: [0][2180/5376], lr: 0.00500	Time 0.497 (0.518)	Data 0.000 (0.001)	Loss 5.0440 (5.0718)	Prec@1 0.000 (1.158)	Prec@5 0.000 (5.536)
Epoch: [0][2200/5376], lr: 0.00500	Time 0.519 (0.518)	Data 0.000 (0.001)	Loss 5.1503 (5.0708)	Prec@1 6.250 (1.173)	Prec@5 6.250 (5.549)
Epoch: [0][2220/5376], lr: 0.00500	Time 0.491 (0.518)	Data 0.000 (0.001)	Loss 4.9599 (5.0700)	Prec@1 0.000 (1.179)	Prec@5 12.500 (5.555)
Epoch: [0][2240/5376], lr: 0.00500	Time 0.495 (0.518)	Data 0.000 (0.001)	Loss 4.9644 (5.0692)	Prec@1 0.000 (1.177)	Prec@5 12.500 (5.578)
Epoch: [0][2260/5376], lr: 0.00500	Time 0.501 (0.518)	Data 0.000 (0.001)	Loss 4.7661 (5.0680)	Prec@1 0.000 (1.180)	Prec@5 12.500 (5.595)
Epoch: [0][2280/5376], lr: 0.00500	Time 0.498 (0.517)	Data 0.000 (0.001)	Loss 5.1852 (5.0671)	Prec@1 0.000 (1.200)	Prec@5 0.000 (5.620)
Epoch: [0][2300/5376], lr: 0.00500	Time 0.516 (0.517)	Data 0.000 (0.001)	Loss 5.0852 (5.0663)	Prec@1 0.000 (1.203)	Prec@5 6.250 (5.639)
Epoch: [0][2320/5376], lr: 0.00500	Time 0.487 (0.517)	Data 0.000 (0.001)	Loss 5.1161 (5.0655)	Prec@1 0.000 (1.212)	Prec@5 0.000 (5.647)
Epoch: [0][2340/5376], lr: 0.00500	Time 0.490 (0.517)	Data 0.000 (0.001)	Loss 5.1238 (5.0647)	Prec@1 6.250 (1.209)	Prec@5 6.250 (5.663)
Epoch: [0][2360/5376], lr: 0.00500	Time 0.498 (0.517)	Data 0.000 (0.001)	Loss 4.8712 (5.0639)	Prec@1 0.000 (1.215)	Prec@5 0.000 (5.681)
Epoch: [0][2380/5376], lr: 0.00500	Time 0.548 (0.517)	Data 0.000 (0.001)	Loss 4.9074 (5.0632)	Prec@1 0.000 (1.218)	Prec@5 6.250 (5.694)
Epoch: [0][2400/5376], lr: 0.00500	Time 0.552 (0.517)	Data 0.000 (0.001)	Loss 5.0419 (5.0627)	Prec@1 0.000 (1.223)	Prec@5 0.000 (5.714)
Epoch: [0][2420/5376], lr: 0.00500	Time 0.586 (0.517)	Data 0.000 (0.001)	Loss 5.0276 (5.0618)	Prec@1 6.250 (1.242)	Prec@5 12.500 (5.770)
Epoch: [0][2440/5376], lr: 0.00500	Time 0.515 (0.517)	Data 0.000 (0.001)	Loss 4.7632 (5.0606)	Prec@1 0.000 (1.242)	Prec@5 18.750 (5.804)
Epoch: [0][2460/5376], lr: 0.00500	Time 0.559 (0.517)	Data 0.000 (0.001)	Loss 5.0027 (5.0599)	Prec@1 0.000 (1.237)	Prec@5 0.000 (5.800)
Epoch: [0][2480/5376], lr: 0.00500	Time 0.514 (0.517)	Data 0.000 (0.001)	Loss 5.1256 (5.0591)	Prec@1 0.000 (1.242)	Prec@5 0.000 (5.817)
Epoch: [0][2500/5376], lr: 0.00500	Time 0.496 (0.517)	Data 0.000 (0.001)	Loss 5.0057 (5.0583)	Prec@1 0.000 (1.250)	Prec@5 0.000 (5.828)
Epoch: [0][2520/5376], lr: 0.00500	Time 0.512 (0.517)	Data 0.000 (0.001)	Loss 4.9549 (5.0578)	Prec@1 0.000 (1.250)	Prec@5 6.250 (5.821)
Epoch: [0][2540/5376], lr: 0.00500	Time 0.544 (0.517)	Data 0.000 (0.001)	Loss 5.0683 (5.0567)	Prec@1 0.000 (1.252)	Prec@5 6.250 (5.852)
Epoch: [0][2560/5376], lr: 0.00500	Time 0.510 (0.517)	Data 0.000 (0.001)	Loss 4.7331 (5.0556)	Prec@1 0.000 (1.252)	Prec@5 18.750 (5.877)
Epoch: [0][2580/5376], lr: 0.00500	Time 0.494 (0.517)	Data 0.000 (0.001)	Loss 4.9684 (5.0551)	Prec@1 0.000 (1.257)	Prec@5 0.000 (5.880)
